threshold,fpr,tpr
1.0,0.0,0.0
0.9994705319404602,0.004000000189989805,0.0020000000949949026
0.9994704127311707,0.004000000189989805,0.004000000189989805
0.9994702935218811,0.004000000189989805,0.009999999776482582
0.9994701743125916,0.012000000104308128,0.026000000536441803
0.999470055103302,0.026000000536441803,0.041999999433755875
0.9994699358940125,0.05000000074505806,0.08399999886751175
0.9994698166847229,0.07999999821186066,0.11400000005960464
0.9994696974754333,0.12999999523162842,0.14399999380111694
0.9994695782661438,0.1720000058412552,0.19200000166893005
0.9994694590568542,0.2240000069141388,0.24199999868869781
0.9994693398475647,0.2720000147819519,0.2840000092983246
0.9994692206382751,0.3140000104904175,0.34599998593330383
0.9994691014289856,0.3720000088214874,0.4099999964237213
0.999468982219696,0.4300000071525574,0.46399998664855957
0.9994688630104065,0.49000000953674316,0.5059999823570251
0.9994687438011169,0.5419999957084656,0.5799999833106995
0.9994686245918274,0.6100000143051147,0.6299999952316284
0.9994685053825378,0.6539999842643738,0.6940000057220459
0.9994683861732483,0.7039999961853027,0.734000027179718
0.9994682669639587,0.7559999823570251,0.7879999876022339
0.9994681477546692,0.8100000023841858,0.8360000252723694
0.9994680285453796,0.8399999737739563,0.8859999775886536
0.9994679093360901,0.8740000128746033,0.9120000004768372
0.9994677901268005,0.8880000114440918,0.9259999990463257
0.999467670917511,0.9079999923706055,0.9380000233650208
0.9994675517082214,0.921999990940094,0.949999988079071
0.9994674324989319,0.9319999814033508,0.9580000042915344
0.9994673132896423,0.9380000233650208,0.9639999866485596
0.9994671940803528,0.9440000057220459,0.9639999866485596
0.9994670748710632,0.949999988079071,0.9660000205039978
0.9994669556617737,0.949999988079071,0.9679999947547913
0.9994668364524841,0.949999988079071,0.972000002861023
0.9994667172431946,0.9539999961853027,0.9739999771118164
0.999466598033905,0.9580000042915344,0.9800000190734863
0.9994664788246155,0.9580000042915344,0.9819999933242798
0.9994663596153259,0.9599999785423279,0.984000027179718
0.9994662404060364,0.9620000123977661,0.984000027179718
0.9994661211967468,0.9620000123977661,0.9860000014305115
0.9994660019874573,0.9639999866485596,0.9860000014305115
0.9994658827781677,0.9679999947547913,0.9860000014305115
0.9994657635688782,0.972000002861023,0.9860000014305115
0.9994656443595886,0.972000002861023,0.9879999756813049
0.9994655251502991,0.9739999771118164,0.9879999756813049
0.9994654059410095,0.9739999771118164,0.9900000095367432
0.99946528673172,0.9739999771118164,0.9919999837875366
0.9994651675224304,0.9779999852180481,0.9919999837875366
0.9994650483131409,0.9800000190734863,0.9919999837875366
0.9994649291038513,0.9819999933242798,0.9940000176429749
0.9994638562202454,0.9819999933242798,0.9959999918937683
0.9994637370109558,0.984000027179718,0.9980000257492065
0.9994630217552185,0.9860000014305115,0.9980000257492065
0.9994627833366394,0.9879999756813049,0.9980000257492065
0.999460756778717,0.9879999756813049,1.0
0.9994596838951111,0.9900000095367432,1.0
0.9994531273841858,0.9919999837875366,1.0
0.9994509816169739,0.9940000176429749,1.0
0.9994413256645203,0.9959999918937683,1.0
0.9994385838508606,0.9980000257492065,1.0
0.5355839133262634,1.0,1.0
